trader,portfolio,coin,direction,leverage,entryPrice,currentPrice,entrySize,positionSize,liquidationPrice,priceTarget,stopLoss,baseShortId,baseId,updatedAt,closingPrice,closedAt,fetchedAt
crypto_rocket,Main,BTC,short,33,64344,64143,2,0.021965336,65475.37598204265,,,6T5G6XmelB,30c01e0f-cf1e-45cf-b435-7a2ab84f5467,2026-08-18T11:44:16.386Z,64143,2026-08-18T13:01:22.729Z,2026-08-18T13:01:22.729Z
crypto_rocket,Main,ETH,short,20,1903.9,1896,2,0.0215518792,1959.7941176470588,,,fm3PuGvX2C,ab3e4f00-1706-4d8a-b642-35ad5d5670e4,2026-08-18T11:44:31.143Z,1896,2026-08-18T13:21:23.105Z,2026-08-18T13:21:23.105Z
crypto_rocket,Main,SOL,short,17,76.342,76.116,1.9999364810384541,0.0209019047,78.87150645624104,,,XkCNqYsdP0,bfbb5924-e1b3-4436-9752-6e4610a02f65,2026-08-18T11:44:52.760Z,76.116,2026-08-18T13:21:23.105Z,2026-08-18T13:21:23.105Z
crypto_rocket,Main,BTC,short,33,64700,64506,2,0.0219636414,65837.6356154134,,,3eXwn992Iw,498e689f-9718-42d0-8953-24d642a29d4a,2026-08-18T14:58:22.947Z,64506,2026-08-19T00:50:54.309Z,2026-08-19T00:50:54.309Z
crypto_rocket,Main,HEMI,short,3,0.008512,0.00794,2,0.0240985814,0.00969942857142857,,,2GXpvfsg8y,e338bab1-2735-409e-895d-13bc4c8d4005,2026-08-19T06:12:28.205Z,0.00794,2026-08-19T09:12:34.256Z,2026-08-19T09:12:34.256Z
crypto_rocket,Main,SOL,short,17,77.67839967109815,79.91,3.061647608416321,0.0204006325,82.2477172988098,,,OsvG0iWw11,3fd9ac23-d3f9-417a-8bc8-a80fa93211af,2026-08-19T12:49:55.537Z,79.91,2026-08-19T14:54:36.990Z,2026-08-19T14:54:36.990Z
crypto_rocket,Main,ETH,short,20,1950.7190339534018,1982.2,8.35789709592337,0.0797506926,1984.7210561039092,,,bsF6fKtwDJ,f54207a4-3d7a-4091-8458-29ceb00c1a5d,2026-08-19T14:56:21.775Z,1982.2,2026-08-19T15:05:12.834Z,2026-08-19T15:05:12.834Z
crypto_rocket,Main,BTC,short,33,65471.64325993085,66689,4.994822212219637,0.0242206315,66739.30495843686,,,RFxYec2eDk,31473230-e76b-4da6-bc27-967881539da1,2026-08-19T14:55:35.348Z,66689,2026-08-19T15:14:33.857Z,2026-08-19T15:14:33.857Z
crypto_rocket,Main,BOME,short,3,0.00089,0.000857,2.0002489784256188,0.0221668899,0.001016,,,ghoS4Gg0Wg,03cdb7cd-cf98-4992-9aab-421ba4fdab7e,2026-08-19T17:12:42.949Z,0.000857,2026-08-19T17:53:14.792Z,2026-08-19T17:53:14.792Z
crypto_rocket,Main,BTC,short,20,68347.98133959198,69281,1.2269748586319367,0.0088458492,71281.9552320139,,,XoyUcIiWAC,30d7d92e-7166-4789-8fa2-f724402d7a45,2026-08-19T15:29:36.599Z,69281,2026-08-19T23:24:02.464Z,2026-08-19T23:24:02.464Z
crypto_rocket,Main,ZEC,short,8,563.832651444548,564.1,1.2984116702722854,0.0128556368,634.3117328751165,,,ave9t6KdcW,63359a1c-3211-497b-8ae9-3ef31343f33f,2026-08-19T21:39:46.903Z,564.1,2026-08-19T23:24:02.464Z,2026-08-19T23:24:02.464Z
